,original_title,genres,vote_average,category
22451,Embrassez qui vous voudrez,"Drama, Comedy, Romance",5.9,Good
22452,Bad Karma,"Thriller, Horror",3.05,Bad
22453,Bad Karma,Thriller,4.6,Bad
22454,Bandidos,Adventure,6,Good
22455,The Invisible Woman,"Drama, Romance",6.2,Good
22456,Hunting Elephants,"Comedy, Crime",6.2,Good
22457,ドラゴンボールZ 神と神,"Animation, Action",6.5,Good
22458,El cártel de los sapos,"Drama, Crime",6,Good
22459,Metegol,"Animation, Adventure, Romance",6,Good
22460,Dirty Movie,Comedy,3.4,Bad
22461,Freezer,"Action, Thriller",5.2,Good
22464,The Texican,"Action, Adventure, Western",5.7,Good
22467,Family Honeymoon,Comedy,6,Good
22468,そして父になる,Drama,7.6,Good
22469,The Railway Man,"Drama, History",6.7,Good
22470,Sand Sharks,"Comedy, Horror, Science Fiction",3.05,Bad
22472,Diana,"Drama, Romance",5.3,Good
22473,The We and the I,Drama,5.4,Good
22474,We Are What We Are,"Drama, Horror, Thriller",5.5,Good
22475,Doragon bôru Z 4: Super Saiyajin da Son Gokû,"Action, Animation, Adventure",6.2,Good
22476,J.J. Cale - To Tulsa And Back (On tour with J.J. Cale),"Documentary, Music",4.8,Bad
22477,Forsaking All Others,"Comedy, Drama, Romance",4.3,Bad
22478,The Flesh Merchant,Drama,5,Good
22479,Child Bride,Drama,4.7,Bad
22480,Magic Town,"Comedy, Romance",6.4,Good
22482,River Queen,"Adventure, Drama, War",6.7,Good
22483,Resistance,"War, Drama, Thriller",5.1,Good
22484,"Les Garçons et Guillaume, à Table !",Comedy,6.6,Good
22485,Milius,Documentary,6.9,Good
22487,A Time for Killing,Western,4.2,Bad
22488,Cartouches gauloises,Drama,8.5,Very Good
22489,Tout contre Léo,Drama,5.4,Good
22490,Географ глобус пропил,Drama,7.3,Good
22491,Poketto Monsutā Ji Orijin,"Animation, Adventure, Fantasy",7.3,Good
22492,Torsk på Tallinn - En liten film om ensamhet,Comedy,6.3,Good
22493,Gymnaslærer Pedersen,Drama,5.4,Good
22494,Starz Inside: Fantastic Flesh,"Documentary, Horror, Science Fiction",7,Good
22495,Fast Food,Comedy,5.1,Good
22496,National Lampoon's Favorite Deadly Sins,Comedy,5.7,Good
22497,The Other Shore,,7.5,Good
22498,Casse-Tête Chinois,"Comedy, Drama, Romance",6.4,Good
22499,1,"Thriller, Science Fiction",5.3,Good
22500,Monica Z,"Music, Drama",5.9,Good
22501,Doragon Bōru: Saikyō e no Michi,"Action, Animation",7,Good
22503,The Hire: The Follow,"Action, Mystery",7.5,Good
22504,There's Only One Sun,,5.9,Good
22505,Honest Man: The Life of R. Budd Dwyer,Documentary,6,Good
22506,A Turtle’s Tale 2: Sammy’s Escape From Paradise,"Adventure, Animation",5.5,Good
22507,Allotment Wives,"Drama, Crime",6.5,Good
22508,Dragon Crusaders,"Fantasy, Action, Science Fiction",3.05,Bad
22509,Mim mesle madar,,5,Good
22510,وەرزی کەرگەدەن ،,Drama,5.4,Good
22511,مارمولک,"Action, Comedy, Foreign",5.5,Good
22512,Lovers and Lollipops,"Romance, Drama",7,Good
22513,Prata Palomares,,5,Good
22514,Creep Van,Horror,4,Bad
22515,Cutie and the Boxer,Documentary,7.3,Good
22516,Rise of the Zombies,"Action, Horror, Thriller",3.4,Bad
22517,At Berkeley,Documentary,7.2,Good
22519,Travelling Salesman,"Drama, Mystery",5.6,Good
22520,Ride Along,"Action, Comedy",6.1,Good
22521,Penguin Pool Murder,"Comedy, Drama, Mystery",3.3,Bad
22522,Breakaway,Comedy,6,Good
22523,Nukes in Space,"Documentary, History",5.8,Good
22524,Jack Ryan: Shadow Recruit,"Action, Drama, Thriller",5.9,Good
22525,Divergent,"Adventure, Action, Science Fiction",6.9,Good
22526,Hotel Chevalier,"Drama, Music",7.1,Good
22527,Shijûshichinin no shikaku,"Action, Drama, Foreign",8,Very Good
22528,Starflight: The Plane That Couldn't Land,"Adventure, TV Movie",3.3,Bad
22529,Reasonable Doubt,"Crime, Thriller",5.6,Good
22530,Heavy Metal Parking Lot,"Documentary, Music",7.6,Good
22531,J'Aime Regarder les Filles,Comedy,5.1,Good
22532,Saint Laurent,Drama,6,Good
22533,Le prix du danger,"Action, Drama, Science Fiction",5.5,Good
22534,Cargo,"Fantasy, Drama",8.3,Very Good
22535,The Road to Ruin,Drama,3.8,Bad
22536,The Square,"Documentary, Drama, History",7.8,Good
22537,Sur la Piste du Marsupilami,"Adventure, Comedy",5,Good
22538,Fear,"Horror, Thriller",6.4,Good
22539,Fear No Evil,Horror,4.9,Bad
22540,Devil's Due,Horror,4.4,Bad
22541,Nicht mein Tag,Comedy,6.6,Good
22542,Into the Mind,Documentary,6.9,Good
22543,Stille Nacht,"Thriller, Foreign",7,Good
22544,Shadow Puppets,Horror,4.4,Bad
22545,ヴィーナス戦記,"Action, Animation, Science Fiction",5.3,Good
22546,Les aventures d'Arsène Lupin,"Mystery, Crime",6.6,Good
22547,The Final Cut,"Action, Drama, Thriller",7.3,Good
22548,The Night Walker,"Horror, Thriller",6.3,Good
22550,Intern Academy,Comedy,4.9,Bad
22551,Black Rock,"Thriller, Horror",4.9,Bad
22552,The First Power,"Crime, Thriller, Horror",4.7,Bad
22553,L'assaut,"Action, Thriller",6.4,Good
22554,Holiday Spin,"TV Movie, Drama",7,Good
22555,Flight 93,"Drama, Thriller, TV Movie",6,Good
22556,Distinto amanecer,"Drama, Romance, Thriller",6,Good
22557,Nobody Lives Forever,"Crime, Drama",5.1,Good
22558,Dirty Pictures,Drama,7.5,Good
22559,American Scary,Documentary,7.7,Good
22560,A Single Shot,"Drama, Crime, Thriller",5.7,Good
22561,När mörkret faller,"Thriller, Drama",5.9,Good
22562,Noll tolerans,"Action, Thriller",6.7,Good
22563,Le Mystère de la chambre jaune,"Comedy, Crime, Mystery",6.7,Good
22564,Un singe en hiver,"Drama, Comedy",6.9,Good
22565,Murders in the Zoo,"Crime, Horror",4.9,Bad
22567,We Need a Vacation,,9,Very Good
22568,Pourquoi pas moi ?,Comedy,6.4,Good
22569,Husk,"Horror, Thriller",5.4,Good
22570,The Rock-afire Explosion,Documentary,4.8,Bad
22571,Weddings and Babies,,6,Good
22572,Yanco,Drama,5.7,Good
22573,Το Ξύλο Βγήκε Από Τον Παράδεισο,Comedy,6.5,Good
22574,Η κόρη μου η σοσιαλίστρια,"Comedy, Romance",6.3,Good
22575,Dos más dos,Comedy,5.6,Good
22576,Hello Herman,Drama,6.3,Good
22577,Blume In Love,"Comedy, Romance",5.8,Good
22579,Gag,Horror,3.05,Bad
22580,Concussion,Drama,5.1,Good
22581,Atrocious,"Horror, Thriller",5.2,Good
22582,Ring of the Nibelungs,Action,6.4,Good
22583,Decoding Annie Parker,Drama,5.5,Good
22584,"Λατέρνα, Φτώχεια και Γαρύφαλλο",Comedy,7.3,Good
22585,Η θεία απ' το Σικάγο,Comedy,7,Good
22586,Forced to Kill,"Action, Thriller",4.9,Bad
22587,Forever Hardcore: The Documentary,Documentary,5,Good
22588,Whitewash,"Drama, Thriller",6.3,Good
22589,Friends of God: A Road Trip with Alexandra Pelosi,Documentary,7,Good
22590,The Fourth World War,Documentary,7,Good
22591,Zincirbozan,,6.5,Good
22592,Blood Runs Cold,Horror,5.1,Good
22593,True Confession,Comedy,5.8,Good
22594,Justice League: War,Animation,7,Good
22595,ガメラ対宇宙怪獣バイラス,"Adventure, Action, Science Fiction",5,Good
22596,Dark Touch,"Horror, Thriller",4.5,Bad
22597,Mother of George,Drama,7.1,Good
22598,Despre oameni si melci,,5.2,Good
22599,Primos,Comedy,6.8,Good
22600,Yeh Jawaani Hai Deewani,Romance,7.1,Good
22601,Visitors,Documentary,6.3,Good
22602,Coco Chanel,"Drama, Romance",6.1,Good
22604,Das Goebbels-Experiment,"Documentary, Foreign",6.1,Good
22605,The Riddle of the Sands,"Action, Drama",6.6,Good
22606,Catastroika,Documentary,7.1,Good
22607,Vizontele Tuuba,"Comedy, Drama",6.5,Good
22608,The Spanish Earth,"War, Documentary",6,Good
22609,Snabba Cash II,"Crime, Thriller, Drama",5.9,Good
22610,Medora,Documentary,5,Good
22611,Der Ölprinz,"Adventure, Western",5.5,Good
22612,Ernest et Célestine,"Animation, Comedy, Drama, Family",7.6,Good
22614,The Simple Life Of Noah Dearborn,"TV Movie, Drama, Family",3.4,Bad
22615,Élève libre,Drama,5.6,Good
22616,Le fil,"Romance, Drama",6.4,Good
22617,Love Before Breakfast,Comedy,5,Good
22618,Un homme qui dort,Drama,8.5,Very Good
22619,The Monkey's Paw,"Horror, Thriller",4.2,Bad
22620,Mitt,Documentary,6.3,Good
22621,Dear Mr. Watterson,Documentary,6.3,Good
22622,Oxy-Morons,"Action, Thriller",8,Very Good
22623,Samurai Cop,"Action, Crime, Thriller",4.6,Bad
22624,女虐 悪魔の悦び,"Science Fiction, Horror",5.4,Good
22625,Frozen Assets,Comedy,3.05,Bad
22626,Full Eclipse,"Horror, Action, Thriller, Science Fiction",4.4,Bad
22627,Mon fils à Moi,Drama,6.3,Good
22628,Over Your Cities Grass Will Grow,Foreign,7.7,Good
22629,Space Raiders,"Action, Adventure, Science Fiction",4.4,Bad
22630,Banshee Chapter,"Horror, Thriller",5.7,Good
22631,Drift,Drama,5.7,Good
22633,Al di là della legge,Western,6.1,Good
22635,20 ans d'écart,Comedy,6.2,Good
22636,The Redemption of General Butt Naked,Documentary,7.3,Good
22637,Report to the Commissioner,"Crime, Drama",6.7,Good
22638,40 Carats,"Romance, Comedy",7.5,Good
22639,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Documentary,7.1,Good
22640,Haarautuvan rakkauden talo,"Comedy, Drama",6.5,Good
22641,America,Drama,3.05,Bad
22642,Bachelor Apartment,"Comedy, Drama, Romance",8,Very Good
22643,Backstreet Dreams,Drama,5,Good
22644,Full Moon High,"Horror, Comedy",3.6,Bad
22646,"I, Frankenstein","Horror, Thriller",5.1,Good
22647,遊☆戯☆王,"Adventure, Animation, Fantasy",6.6,Good
22648,劇場版 遊☆戯☆王 ～超融合！時空を越えた絆～,"Animation, Fantasy",5.9,Good
22649,From the Earth to the Moon,Science Fiction,5.3,Good
22650,The Astounding She-Monster,"Horror, Science Fiction",3.5,Bad
22651,Last Run,,6,Good
22652,Generation Kill,"Drama, History, War",7.8,Good
22653,Getting In,"Comedy, Romance",6,Good
22654,Tomorrow Night,Comedy,7,Good
22655,Better Living Through Chemistry,"Drama, Comedy",5.9,Good
22656,Snakehead Terror,"Comedy, Horror, Science Fiction",5.9,Good
22657,Beyond Loch Ness,"Science Fiction, Horror, Thriller, Mystery",4.4,Bad
22658,Enemy,"Thriller, Mystery",6.7,Good
22659,Battleground,"Drama, Action, Thriller",4.5,Bad
22661,Xingu,Drama,7.5,Good
22662,Adão e Eva,Drama,6,Good
22663,Tentação,"Drama, Romance",6.5,Good
22664,Mi mefahed mezeev hara,"Comedy, Crime",6.5,Good
22665,Das merkwürdige Kätzchen,"Comedy, Drama, Family",7.2,Good
22666,William Kunstler: Disturbing the Universe,Documentary,5,Good
22667,Kawasakiho růže,"Drama, Foreign",5,Good
22668,Güneşi Gördüm,Drama,6.7,Good
22669,Come Live with Me,"Comedy, Romance",8,Very Good
22671,L'Inconnu du Lac,"Drama, Thriller",6.4,Good
22672,Labor Day,Drama,6.7,Good
22673,Tom à la ferme,"Drama, Thriller",6.9,Good
22674,Hors les murs,"Romance, Drama",6.2,Good
22675,"Noordzee, Texas","Drama, Romance",6.9,Good
22676,Wonder Woman,"Action, Adventure, Animation, Science Fiction",7.2,Good
22677,Flowers in the Attic,"Drama, Mystery, Thriller, TV Movie",6.3,Good
22679,Den som frykter ulven,"Crime, Thriller",6.5,Good
22680,Android Apocalypse,Science Fiction,4.1,Bad
22681,Heartbreak Hotel,"Drama, Comedy, Foreign",4,Bad
22682,Blackout,"Action, Thriller",5,Good
22683,Les Bronzés 3 : Amis pour la vie,Comedy,4.1,Bad
22684,Hammer,Action,4.8,Bad
22685,The Sleep Room,Drama,7,Good
22687,Grotesque,Horror,5.2,Good
22689,The Young and Prodigious T.S. Spivet,"Adventure, Drama, Family",6.7,Good
22691,Killer Instinct,"Drama, War",6,Good
22692,Behind Enemy Lines,"Action, Adventure",6.1,Good
22693,Rovdyr,"Thriller, Horror",5.3,Good
22694,Gwendoline,"Adventure, Fantasy, Thriller",4.2,Bad
22695,I guerrieri dell'anno 2072,"Action, Science Fiction, Thriller",5.3,Good
22696,La Proie,"Action, Crime, Thriller",6.5,Good
22697,The Blank Generation,"Documentary, Music",5,Good
22698,Scorned,Thriller,5,Good
22699,À propos de Nice,Documentary,6.9,Good
22700,"El mismo amor, la misma lluvia","Comedy, Romance",6.5,Good
22701,Stadt Land Fluss,Drama,6.7,Good
22702,愛的麵包魂,,5,Good
22703,Teen Beach Movie,"Family, Music, TV Movie",6.1,Good
22704,Tale of the Mummy,"Adventure, Fantasy, Horror, Science Fiction",3.8,Bad
22705,Asier ETA biok,"Documentary, History",5,Good
22707,Zatōichi rōyaburi,"Adventure, Action, Drama",6,Good
22708,座頭市血煙り街道,"Adventure, Action, Drama",6.1,Good
22709,Gamera tai daiakuju Giron,"Adventure, Science Fiction, Action",4.3,Bad
22710,Gloria,"Comedy, Drama",6.2,Good
22711,"Moi César, 10 ans 1/2, 1,39 m",Comedy,5.6,Good
22712,Behind Enemy Lines III: Colombia,"War, Action, Thriller",5,Good
22714,Berkeley Square,"Romance, Fantasy",3.05,Bad
22715,Best of the Badmen,Western,6.5,Good
22716,The Monuments Men,"War, Drama, History, Action",5.8,Good
22717,Just Like a Woman,Drama,5.9,Good
22718,The Lego Movie,"Adventure, Animation, Comedy, Family, Fantasy",7.5,Good
22719,We're Not Dressing,"Comedy, Music",5,Good
22720,Man of the World,"Drama, Romance",4.3,Bad
22721,Alyah,Drama,5.5,Good
22722,The Road,"Horror, Thriller, Crime, Foreign",5.1,Good
22723,RoboCop,"Action, Science Fiction",5.7,Good
22724,Samson and Delilah,Fantasy,4.8,Bad
22725,The Art of the Steal,"Comedy, Crime",6.1,Good
22726,Rain or Shine,"Romance, Drama, Comedy, Music",3.5,Bad
22727,Crave,"Drama, Thriller",4.4,Bad
22728,Betrayed,"Drama, Romance, Thriller, War",5.3,Good
22729,Between Midnight and Dawn,"Crime, Drama",5.3,Good
22730,Nymphomaniac: Vol. II,"Drama, Mystery",6.6,Good
22731,La luna,"Animation, Family",8,Very Good
22732,En plats i solen,"Crime, Drama, Thriller",6.7,Good
22733,A Streetcar Named Desire,,5,Good
22734,A Streetcar Named Desire,,6,Good
22735,American Anthem,Romance,4.4,Bad
22736,Between Us,Drama,5.1,Good
22737,Monsieur Batignole,"Comedy, Drama",7,Good
22738,Loputon Gehennan liekki,Documentary,5.8,Good
22739,Tukkijoella,,8,Very Good
22740,Vipère au poing,Drama,6.4,Good
22741,Les Aiguilles rouges,,7,Good
22742,Beware the Gonzo,Comedy,5.6,Good
22743,"Beware, My Lovely","Drama, Crime",4.7,Bad
22744,Bewitched,Drama,3.5,Bad
22745,Beyond,Thriller,4.7,Bad
22746,Eyjafjallajökull,Comedy,5.6,Good
22747,Metastases,Comedy,5.9,Good
22748,Hornet's Nest,"War, Action, Drama",6.2,Good
22749,Evidence,,6.5,Good
22750,Schooled: The Price of College Sports,,7,Good
22751,Knights of Badassdom,"Adventure, Fantasy, Horror, Comedy",5.5,Good
22752,The Secret of NIMH 2: Timmy to the Rescue,"Animation, Family",4.3,Bad
22753,Midsommer,"Drama, Horror, Mystery, Thriller",5.4,Good
22754,And then there were none,"Crime, Drama, Mystery",5.9,Good
22755,Issız Adam,"Romance, Drama",6.8,Good
22756,Ulak,"Drama, Mystery",5.7,Good
22757,Mustalaishurmaaja,"Romance, Drama",6,Good
22758,The Trials of Muhammad Ali,Documentary,7.1,Good
22759,Vous n'avez encore rien vu,Drama,7.2,Good
22760,Los rollos perdidos de Pancho Villa,,6,Good
22761,Sabotage,"Action, Drama, Thriller, Crime",5.5,Good
22762,四大名捕,Action,6.5,Good
22763,Hallåhallå,Comedy,6.5,Good
22764,Don 2: The King is Back,"Action, Thriller",7.1,Good
22765,Pardes,"Drama, Romance",6.3,Good
22766,پدر,Drama,7.5,Good
22767,Niko 2: Lentäjäveljekset,"Animation, Family, Adventure, Comedy",5.7,Good
22768,Röllin Sydän,"Animation, Family",7.6,Good
22770,A Certain Kind of Death,Documentary,6.5,Good
22771,Beyond The Door,Horror,4.4,Bad
22772,The Elephant in the Living Room,Documentary,6.6,Good
22773,Ray Harryhausen: Special Effects Titan,Documentary,7.3,Good
22774,That Guy... Who Was in That Thing,,6.5,Good
22775,A Long Way Down,"Comedy, Drama",6.2,Good
22776,Les trois frères : Le retour,Comedy,5,Good
22777,La Vénus à la fourrure,Drama,7.2,Good
22778,El caníbal,Horror,3.8,Bad
22779,Storm Rider,"Family, Drama",5.6,Good
22780,單身男女,"Romance, Comedy, Foreign",6.6,Good
22781,S.O.S. Eisberg,"Drama, Adventure",6,Good
22782,Adult World,Comedy,6.2,Good
22783,Date and Switch,Comedy,5.9,Good
22784,银河铁道之夜,"Animation, Fantasy, Drama",6.5,Good
22785,The Zero Theorem,"Drama, Fantasy, Science Fiction",5.9,Good
22786,Endless Love,"Drama, Romance",6.7,Good
22787,Winter's Tale,"Drama, Fantasy, Mystery, Romance",6,Good
22788,Cavemen,Comedy,4.8,Bad
22789,Blutgletscher,Horror,5.6,Good
22790,The Theatre Bizarre,Horror,5.5,Good
22791,Agenda: Grinding America Down,Documentary,6.1,Good
22792,The Story of Ruth,Drama,6.8,Good
22794,中國超人,"Adventure, Action, Science Fiction",5.3,Good
22795,Fagbug,Documentary,5.7,Good
22797,Beyond the Law,,4.5,Bad
22799,Beyond Tomorrow,"Fantasy, Drama, Romance",6.2,Good
22800,Bhowani Junction,"Drama, Adventure, Romance",6.6,Good
22802,De l'autre côté du périph,"Comedy, Action, Crime",5.4,Good
22803,Joe,Drama,6.5,Good
22804,Slagskämpen,"Action, Thriller, Mystery, Foreign",5.3,Good
22805,El viaje,Drama,4.3,Bad
22806,Memoria del saqueo,Documentary,7.5,Good
22807,Argentina latente,,7.3,Good
22808,Jaguar,,5.5,Good
22809,Bickford Shmeckler's Cool Ideas,Comedy,5.6,Good
22810,Big Bad Wolf,Horror,4.9,Bad
22811,Big Easy Express,"Documentary, Music",7.3,Good
22812,Big Leaguer,"Drama, Family",6,Good
22813,Big Money Rustlas,"Action, Comedy, Western",3.8,Bad
22814,Love Story 2050,"Science Fiction, Romance",3.6,Bad
22815,The Summit,"Adventure, Documentary",6.9,Good
22816,GLOW: The Story of the Gorgeous Ladies of Wrestling,Documentary,6,Good
22819,L'Africain,"Comedy, Adventure",6.2,Good
22820,Cold Comes the Night,"Crime, Drama, Thriller",5.5,Good
22821,Chouchou,Comedy,5.3,Good
22822,A Mulher Invisível,Comedy,6.4,Good
22823,Someone Marry Barry,Comedy,5.6,Good
22824,Gamera the Brave,"Action, Adventure, Fantasy, Horror, Science Fiction",5.9,Good
22825,Le Tableau,"Fantasy, Animation",7.3,Good
22826,Are All Men Pedophiles?,Documentary,5.3,Good
22828,Bury My Heart At Wounded Knee,"TV Movie, Drama, History, Western",6,Good
22829,Bigfoot: The Unforgettable Encounter,Family,5.3,Good
22830,The Cutting Edge: Going for the Gold,"Comedy, Drama, Romance",5.5,Good
22834,Gerontophilia,"Romance, Comedy",6.7,Good
22835,浮城谜事,Thriller,6.7,Good
22836,Le roi et l'oiseau,"Animation, Family, Fantasy",8,Very Good
22837,11.6,"Thriller, Drama",5.7,Good
22838,Nightmare Factory,Documentary,7,Good
22839,Magic & Bird: A Courtship of Rivals,"Documentary, Drama",8.3,Very Good
22840,About Last Night,"Comedy, Romance",6,Good
22841,The Grand Budapest Hotel,"Comedy, Drama",8,Very Good
22842,Cuban Fury,Comedy,6,Good
22843,Life of a King,Drama,6.4,Good
22844,An Oversimplification of Her Beauty,"Animation, Comedy, Drama, Romance",5.2,Good
22845,Informant,"Drama, Comedy, Thriller, Documentary",5.5,Good
22846,All the Light in the Sky,Drama,5.9,Good
22847,白日焰火,"Crime, Drama, Mystery, Thriller",6.4,Good
22848,推拿,Drama,7.9,Good
22849,Jamesy Boy,"Crime, Drama, Romance",6.1,Good
22850,Jailbait,"Crime, Drama, Thriller",4.2,Bad
22851,Bring It On: Fight to the Finish,Comedy,6,Good
22852,Scott Joplin,,6,Good
22853,Mater and the Ghostlight,"Animation, Family",6.2,Good
22854,Your Friend the Rat,"Animation, Family",6.7,Good
22855,Dug's Special Mission,"Animation, Comedy, Family",6.9,Good
22856,Happy End,Drama,6.2,Good
22857,Psychosis,"Horror, Mystery, Thriller",3.7,Bad
22858,Mer eller mindre mann,"Comedy, Drama",5.5,Good
22859,Satanás,"Crime, Drama, Thriller",7.8,Good
22860,The Education of Mohammad Hussein,,7,Good
22861,Zoku Shinobi no Mono,Action,6.3,Good
22862,Arrebato,"Drama, Horror",5.9,Good
22863,News from Home,Documentary,8.5,Very Good
22864,عمر,"Thriller, Drama, Romance",7.1,Good
22865,Highway,"Drama, Romance",7,Good
22866,Le cochon de Gaza,Comedy,7.1,Good
22868,Supercondriaque,Comedy,5.6,Good
22869,7 cajas,"Action, Thriller",6.5,Good
22870,Prêt à tout,Comedy,5.4,Good
22871,Les Gamins,Comedy,6.1,Good
22872,Grand Piano,"Thriller, Mystery",5.9,Good
22873,Daibosatsu Toge,Action,5,Good
22877,That Awkward Moment,"Comedy, Romance",6.1,Good
22878,The Inevitable Defeat of Mister & Pete,Drama,7.4,Good
22879,Interstellar,"Adventure, Drama, Science Fiction",8.1,Very Good
